Frame Rate:,29.9699404187
Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
1,00:00:00.033,0.13113317757009346,0.2716997663551402,0.04962032710280374,0.07207943925233645
2,00:00:00.067,0.0,0.0,0.0,0.0
3,00:00:00.100,0.0754964953271028,0.1739193925233645,0.019246495327102802,0.03332359813084112
4,00:00:00.133,0.0,0.0,0.0,0.0
5,00:00:00.167,0.0,0.0,0.0,0.0
6,00:00:00.200,0.0,0.0,0.0,0.0
7,00:00:00.234,0.049347741433021806,0.1067464953271028,0.01191588785046729,0.029380841121495326
8,00:00:00.267,3.894080996884735e-05,0.0,2.9205607476635515e-05,8.761682242990654e-05
9,00:00:00.300,0.008693535825545171,0.017523364485981307,0.0038551401869158877,0.004702102803738318
10,00:00:00.334,2.670073987538941,5.564398364485982,0.6592873831775701,1.786536214953271
11,00:00:00.367,0.0007106697819314642,0.0,0.0015478971962616822,0.0005841121495327102
12,00:00:00.400,0.13366433021806853,0.27733644859813084,0.031016355140186917,0.09264018691588785
13,00:00:00.434,3.480880062305296,7.34018691588785,0.8080315420560747,2.2944217289719626
14,00:00:00.467,0.024045950155763243,0.04915303738317757,0.0034170560747663553,0.019567757009345793
15,00:00:00.501,0.2609618380062305,0.46936331775700935,0.07003504672897196,0.24348714953271028
16,00:00:00.534,6.347838785046729,13.591238317757009,1.356016355140187,4.09626168224299
17,00:00:00.567,0.91553738317757,1.6059871495327103,0.27126168224299063,0.8693633177570094
18,00:00:00.601,39.868818146417446,52.04710864485981,36.55838200934579,31.00096378504673
19,00:00:00.634,42.47990654205608,51.56895443925234,39.54363317757009,36.327132009345796
20,00:00:00.667,45.295229750778816,51.88011098130841,43.15365070093458,40.85192757009346
21,00:00:00.701,47.96008566978193,52.31609228971963,47.220151869158876,44.34401285046729
22,00:00:00.734,49.41330802180685,53.97917640186916,49.138931074766354,45.121816588785045
23,00:00:00.767,49.259861760124615,52.67242990654206,48.03519275700935,47.07196261682243
24,00:00:00.801,48.15209306853583,50.1044976635514,46.53811331775701,47.813668224299064
25,00:00:00.834,48.093730529595014,48.771436915887854,46.845093457943925,48.66466121495327
26,00:00:00.868,49.79204633956386,48.97827102803738,48.26229556074767,52.13557242990654
27,00:00:00.901,54.28827881619938,51.54185163551402,53.16410630841121,58.1588785046729
28,00:00:00.934,1.662684968847352,1.9148948598130842,1.2830607476635514,1.7900992990654205
29,00:00:00.968,2.545541277258567,3.1909754672897197,1.7700058411214954,2.675642523364486
30,00:00:01.001,2.6085377725856698,3.187003504672897,1.7079439252336448,2.930665887850467
31,00:00:01.034,1.408557242990654,1.5826226635514018,0.9186915887850468,1.724357476635514
32,00:00:01.068,4.55277453271028,5.908878504672897,2.693896028037383,5.055549065420561
33,00:00:01.101,0.20859618380062306,0.20873247663551403,0.17283878504672898,0.24421728971962617
34,00:00:01.134,0.2816978193146417,0.3,0.2176985981308411,0.32739485981308414
35,00:00:01.168,0.14630062305295952,0.16302570093457944,0.11927570093457944,0.15660046728971963
36,00:00:01.201,0.1523072429906542,0.17432827102803738,0.13119158878504672,0.15140186915887852
37,00:00:01.235,0.05186915887850468,0.07748247663551402,0.03606892523364486,0.04205607476635514
38,00:00:01.268,0.13044197819314643,0.15703855140186915,0.09369158878504673,0.14059579439252337
39,00:00:01.301,0.3627920560747664,0.3154789719626168,0.35297897196261685,0.41991822429906545
40,00:00:01.335,0.0046534267912772586,0.00046728971962616824,0.005928738317757009,0.007564252336448598
41,00:00:01.368,0.03220404984423676,0.05110981308411215,0.026022196261682243,0.01948014018691589
42,00:00:01.401,0.7566296728971963,0.8291179906542057,0.5948014018691589,0.8459696261682244
43,00:00:01.435,0.039632009345794396,0.05677570093457944,0.02023948598130841,0.04188084112149533
44,00:00:01.468,0.05440031152647975,0.10841121495327102,0.032593457943925236,0.02219626168224299
45,00:00:01.502,0.37971183800623054,0.3997079439252336,0.31501168224299064,0.4244158878504673
46,00:00:01.535,0.0329828660436137,0.041997663551401866,0.026518691588785046,0.030432242990654206
47,00:00:01.568,0.0882398753894081,0.11413551401869158,0.0647196261682243,0.08586448598130841
48,00:00:01.602,4.306318146417445,5.7348422897196265,2.4086156542056076,4.775496495327102
49,00:00:01.635,0.10374805295950155,0.12079439252336449,0.06597546728971962,0.12447429906542055
50,00:00:01.668,0.0032904984423676015,0.0016647196261682243,0.003913551401869159,0.004293224299065421
51,00:00:01.702,0.06461253894080997,0.07374415887850468,0.03998247663551402,0.08011098130841121
52,00:00:01.735,0.0040595794392523366,0.005811915887850468,0.004380841121495327,0.001985981308411215
53,00:00:01.768,0.0002336448598130841,0.0,0.0003796728971962617,0.00032126168224299066
54,00:00:01.802,0.00190809968847352,0.00035046728971962614,0.003066588785046729,0.0023072429906542055
55,00:00:01.835,0.03310942367601246,0.03189252336448598,0.027511682242990654,0.03992406542056075
56,00:00:01.869,0.004692367601246105,0.0033294392523364486,0.005549065420560747,0.005198598130841121
57,00:00:01.902,0.012207943925233646,0.006746495327102804,0.012879672897196262,0.01699766355140187
58,00:00:01.935,0.25345599688473525,0.30654205607476637,0.17634345794392522,0.277482476635514
59,00:00:01.969,0.08065615264797509,0.0824766355140187,0.058878504672897194,0.10061331775700935
60,00:00:02.002,0.04075155763239876,0.04941588785046729,0.03139602803738318,0.04144275700934579
61,00:00:02.035,0.8400019470404985,0.9387558411214953,0.567786214953271,1.013463785046729
62,00:00:02.069,0.026976246105919005,0.03530957943925234,0.0160338785046729,0.029585280373831777
63,00:00:02.102,0.059082943925233646,0.07608060747663552,0.034521028037383175,0.06664719626168224
64,00:00:02.135,3.3589758566978194,4.371553738317757,1.9489778037383179,3.756396028037383
65,00:00:02.169,0.7888629283489096,1.0341705607476634,0.4589953271028037,0.8734228971962616
66,00:00:02.202,0.024727414330218068,0.02865070093457944,0.017815420560747662,0.027716121495327102
67,00:00:02.236,0.062441588785046735,0.07707359813084112,0.04094626168224299,0.06930490654205608
68,00:00:02.269,0.009121884735202491,0.007768691588785047,0.006279205607476635,0.013317757009345794
69,00:00:02.302,0.005889797507788162,0.00832359813084112,0.0014310747663551402,0.007914719626168224
70,00:00:02.336,0.008615654205607478,0.009462616822429907,0.005519859813084112,0.010864485981308411
71,00:00:02.369,0.033722741433021806,0.04459696261682243,0.02479556074766355,0.03177570093457944
72,00:00:02.402,0.001450545171339564,0.00046728971962616824,0.0026869158878504674,0.0011974299065420561
73,00:00:02.436,0.02321845794392523,0.018195093457943925,0.022634345794392524,0.02882593457943925
74,00:00:02.469,0.2596086448598131,0.2276285046728972,0.216267523364486,0.33492990654205607
75,00:00:02.503,0.02233255451713396,0.017143691588785048,0.019713785046728972,0.03014018691588785
76,00:00:02.536,0.04791666666666666,0.041851635514018694,0.03875584112149533,0.06314252336448598
77,00:00:02.569,0.07612928348909657,0.05949182242990654,0.0717873831775701,0.09710864485981309
78,00:00:02.603,0.028952492211838005,0.025730140186915888,0.02479556074766355,0.03633177570093458
79,00:00:02.636,0.037675233644859814,0.023130841121495327,0.03554322429906542,0.05435163551401869
80,00:00:02.669,3.25532515576324,4.155081775700935,1.8474007009345794,3.7634929906542056
81,00:00:02.703,0.29717679127725855,0.3399532710280374,0.2224591121495327,0.3291179906542056
82,00:00:02.736,0.054614485981308414,0.04667056074766355,0.04439252336448598,0.0727803738317757
83,00:00:02.769,0.10195677570093459,0.10587032710280374,0.07462032710280374,0.12537967289719626
84,00:00:02.803,0.04731308411214954,0.04564836448598131,0.042085280373831774,0.05420560747663551
85,00:00:02.836,0.008119158878504673,0.007973130841121496,0.00651285046728972,0.009871495327102804
86,00:00:02.870,0.03611760124610592,0.026314252336448598,0.033177570093457946,0.04886098130841122
87,00:00:02.903,0.035183021806853586,0.021378504672897196,0.034287383177570095,0.04988317757009346
88,00:00:02.936,0.006824376947040499,0.0018983644859813084,0.006980140186915888,0.0115946261682243
89,00:00:02.970,0.022605140186915885,0.00873247663551402,0.024853971962616822,0.03422897196261682
90,00:00:03.003,0.2719820872274143,0.23119158878504673,0.2274532710280374,0.3573014018691589
91,00:00:03.036,0.01703660436137072,0.03291471962616822,0.0076518691588785045,0.01054322429906542
92,00:00:03.070,0.029721573208722745,0.04491822429906542,0.017085280373831776,0.027161214953271028
93,00:00:03.103,0.09376947040498441,0.04935747663551402,0.10067172897196262,0.13127920560747663
94,00:00:03.136,0.011146806853582554,0.00370911214953271,0.012646028037383178,0.017085280373831776
95,00:00:03.170,0.05241433021806854,0.04424649532710281,0.05037967289719626,0.06261682242990654
96,00:00:03.203,3.0632593457943926,3.9163843457943925,1.7111565420560748,3.5622371495327103
97,00:00:03.237,0.2779010903426791,0.3251168224299065,0.16749415887850466,0.3410922897196262
98,00:00:03.270,0.009160825545171338,0.0030373831775700934,0.008674065420560748,0.015771028037383176
99,00:00:03.303,0.16926596573208721,0.1837908878504673,0.1072429906542056,0.2167640186915888
100,00:00:03.337,0.03649727414330218,0.05423481308411215,0.021962616822429906,0.03329439252336448
101,00:00:03.370,0.0004867601246105919,0.0,0.0006133177570093458,0.0008469626168224299
102,00:00:03.403,0.03655568535825545,0.05297897196261682,0.02102803738317757,0.03566004672897196
103,00:00:03.437,0.09190031152647975,0.11474883177570093,0.07397780373831776,0.08697429906542056
104,00:00:03.470,0.019587227414330218,0.007476635514018692,0.019509345794392525,0.03177570093457944
105,00:00:03.504,0.01720210280373832,0.016939252336448597,0.011769859813084113,0.022897196261682243
106,00:00:03.537,0.145220015576324,0.128767523364486,0.10662967289719626,0.20026285046728973
107,00:00:03.570,0.004176401869158878,0.0026869158878504674,0.0036507009345794392,0.006191588785046729
108,00:00:03.604,0.05324182242990654,0.06139018691588785,0.04161799065420561,0.05671728971962617
109,00:00:03.637,0.03796728971962617,0.029848130841121496,0.036273364485981306,0.0477803738317757
110,00:00:03.670,0.0002920560747663551,0.0,0.0004380841121495327,0.0004380841121495327
111,00:00:03.704,0.03383956386292835,0.01790303738317757,0.03592289719626168,0.0476927570093458
112,00:00:03.737,2.9146514797507788,3.8557535046728972,1.562178738317757,3.326022196261682
113,00:00:03.770,0.1915985202492212,0.23539719626168223,0.11997663551401869,0.2194217289719626
114,00:00:03.804,0.006668613707165109,0.006483644859813084,0.004293224299065421,0.009228971962616822
115,00:00:03.837,0.20546144859813084,0.23995327102803737,0.11904205607476635,0.2573890186915888
116,00:00:03.871,0.050350467289719626,0.08676985981308412,0.016238317757009346,0.04804322429906542
117,00:00:03.904,0.0015868380062305295,0.0009345794392523365,0.0013434579439252337,0.0024824766355140185
118,00:00:03.937,0.03966121495327103,0.07429906542056075,0.017406542056074767,0.02727803738317757
119,00:00:03.971,0.011224688473520249,0.006717289719626168,0.011214953271028037,0.015741822429906543
120,00:00:04.004,0.018759735202492214,0.05055490654205608,0.0012266355140186916,0.004497663551401869
121,00:00:04.037,0.028309968847352023,0.05768107476635514,0.010718457943925234,0.0165303738317757
122,00:00:04.071,0.20051596573208721,0.2120035046728972,0.15531542056074765,0.23422897196261683
123,00:00:04.104,0.001080607476635514,0.0,0.0014310747663551402,0.001810747663551402
124,00:00:04.137,0.0631619937694704,0.1129964953271028,0.02941004672897196,0.04707943925233645
125,00:00:04.171,0.049853971962616817,0.05773948598130841,0.03863901869158878,0.05318341121495327
126,00:00:04.204,0.000301791277258567,5.841121495327103e-05,0.0005257009345794393,0.00032126168224299066
127,00:00:04.238,0.04430490654205608,0.039632009345794396,0.03960280373831776,0.05367990654205607
128,00:00:04.271,2.5863220404984424,3.3111857476635516,1.4399532710280374,3.007827102803738
129,00:00:04.304,0.2327297507788162,0.29231892523364483,0.1200642523364486,0.28580607476635517
130,00:00:04.338,0.008235981308411215,0.0038843457943925235,0.008206775700934579,0.012616822429906542
131,00:00:04.371,0.19240654205607477,0.2321553738317757,0.11115654205607477,0.23390771028037383
132,00:00:04.404,0.024338006230529594,0.025759345794392523,0.018925233644859814,0.02832943925233645
133,00:00:04.438,0.0008956386292834892,0.00017523364485981307,0.0011682242990654205,0.0013434579439252337
134,00:00:04.471,0.019314641744548288,0.012207943925233646,0.01837032710280374,0.027365654205607475
135,00:00:04.505,0.010952102803738317,0.00794392523364486,0.009754672897196262,0.015157710280373831
136,00:00:04.538,0.004079049844236761,0.0007009345794392523,0.00397196261682243,0.007564252336448598
137,00:00:04.571,0.00592873831775701,0.0010221962616822429,0.006279205607476635,0.01048481308411215
138,00:00:04.605,0.06005646417445482,0.05627920560747664,0.046845794392523364,0.07704439252336448
139,00:00:04.638,0.001810747663551402,0.00017523364485981307,0.0025700934579439253,0.0026869158878504674
140,00:00:04.671,0.03850272585669782,0.014748831775700934,0.04231892523364486,0.05844042056074766
141,00:00:04.705,0.10069119937694704,0.1168516355140187,0.06635514018691589,0.11886682242990654
142,00:00:04.738,0.001450545171339564,0.0006425233644859813,0.001985981308411215,0.0017231308411214954
143,00:00:04.771,0.11532320872274143,0.12657710280373832,0.06962616822429907,0.1497663551401869
144,00:00:04.805,2.415985202492212,3.076372663551402,1.3459696261682244,2.8256133177570093
145,00:00:04.838,0.07888434579439252,0.10785630841121495,0.0325642523364486,0.09623247663551401
146,00:00:04.872,0.0007496105919003116,0.00017523364485981307,0.0007593457943925234,0.001314252336448598
147,00:00:04.905,0.06957749221183801,0.06749415887850467,0.034141355140186916,0.10709696261682243
148,00:00:04.938,0.007320872274143302,0.008119158878504673,0.004614485981308411,0.009228971962616822
149,00:00:04.972,0.0002336448598130841,0.0,0.00032126168224299066,0.0003796728971962617
150,00:00:05.005,0.008547507788161993,0.008469626168224298,0.005519859813084112,0.01165303738317757
151,00:00:05.038,0.0011000778816199375,0.00023364485981308412,0.0011682242990654205,0.0018983644859813084
152,00:00:05.072,0.0,0.0,0.0,0.0
153,00:00:05.105,0.001197429906542056,0.0002044392523364486,0.0012850467289719626,0.002102803738317757
154,00:00:05.138,0.09487928348909658,0.09795560747663551,0.06565420560747663,0.12102803738317756
155,00:00:05.172,4.275515965732088,5.740128504672898,2.318896028037383,4.767523364485982
156,00:00:05.205,0.4044976635514019,0.7689252336448598,0.2301693925233645,0.21439836448598132
157,00:00:05.239,1.0399922118380063,1.5511682242990654,0.5962908878504672,0.9725175233644859
158,00:00:05.272,0.030938473520249227,0.04766355140186916,0.012646028037383178,0.03250584112149533
159,00:00:05.305,0.37233255451713393,0.4984521028037383,0.2138142523364486,0.40473130841121496
160,00:00:05.339,3.005743769470405,3.9933703271028036,1.5708820093457945,3.452978971962617
161,00:00:05.372,0.08583528037383177,0.10607476635514018,0.030578271028037382,0.12085280373831776
162,00:00:05.405,0.00016549844236760124,2.9205607476635515e-05,8.761682242990654e-05,0.0003796728971962617
163,00:00:05.439,0.06624805295950155,0.08440420560747663,0.027248831775700935,0.0870911214953271
164,00:00:05.472,0.0070580218068535825,0.004030373831775701,0.0037675233644859814,0.013376168224299066
165,00:00:05.506,0.0,0.0,0.0,0.0
166,00:00:05.539,0.005091510903426791,0.0034170560747663553,0.004848130841121495,0.007009345794392523
167,00:00:05.572,0.0011098130841121496,0.0002044392523364486,0.0015478971962616822,0.0015771028037383178
168,00:00:05.606,9.735202492211838e-05,0.0,0.00011682242990654206,0.00017523364485981307
169,00:00:05.639,0.0010124610591900312,0.00017523364485981307,0.0014602803738317756,0.0014018691588785046
170,00:00:05.672,0.0010903426791277258,0.0,0.0017815420560747662,0.0014894859813084113
171,00:00:05.706,0.0,0.0,0.0,0.0
172,00:00:05.739,0.0012850467289719626,5.841121495327103e-05,0.0019275700934579438,0.001869158878504673
173,00:00:05.772,0.013960280373831777,0.0209696261682243,0.006717289719626168,0.01419392523364486
174,00:00:05.806,0.00015576323987538941,2.9205607476635515e-05,0.00023364485981308412,0.0002044392523364486
175,00:00:05.839,0.041394080996884734,0.05026285046728972,0.008615654205607476,0.06530373831775702
176,00:00:05.873,2.353339174454829,3.1209404205607476,1.2299065420560749,2.7091705607476637
177,00:00:05.906,0.030821651090342683,0.04521028037383178,0.010572429906542056,0.03668224299065421
178,00:00:05.939,0.0,0.0,0.0,0.0
179,00:00:05.973,0.05489680685358256,0.09410046728971963,0.017815420560747662,0.052774532710280375
180,00:00:06.006,0.0017133956386292835,0.0007593457943925234,0.0011682242990654205,0.0032126168224299065
